PRODID,PRODNAME,PRICE,MATERIAL,COLOR,BRAND,OFFER,CATEGORY,TYPE,PACKCONT,CAREINST,NETQTY,DARTS,MANUFACTURED,MARKETEDBY,ORIGIN
Mcasuals0009BluE,Sash Vogue Men Solid Full Sleeves Slim Fit Casual Shirt,999,Cotton,Blue,Allen Solly,20,Men,Casuals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mcasuals0010WhitE,Sash Vogue Men Solid Slim Fit Casual Shirt,1299,Cotton,White,Allen Solly,20,Men,Casuals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mcasuals0011BluE,Sash Vogue Men Textured Slim Fit Casual Shirt,999,Cotton,Blue,Allen Solly,20,Men,Casuals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mcasuals0012ReD,Sash Vogue Men Striped Slim Fit Casual Shirt,1099,Cotton,Red,Allen Solly,20,Men,Casuals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mcasuals0013BlacK,Sash Vogue Men Striped Slim Fit Casual Shirt,999,Cotton,Black,Allen Solly,20,Men,Casuals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mcasuals0014BeigE,Sash Vogue Men Solid Half Sleeves Casual Shirt,999,Cotton Blend,Beige,Allen Solly,20,Men,Casuals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mcasuals0015BlacK,Sash Voguee Striped Full Sleeves Slim Fit Casual Shirt,999,Viscose,Black,Allen Solly,20,Men,Casuals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0001BluE,Sash Vogue Men Solid Slim Fit Formal Shirt,899,Cotton Blend,Blue,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0002MarooN,Sash Vogue Men Solid Full Sleeves Slim Fit Formal Shirt,1299,Cotton Blend,Maroon,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0003BluE,Sash Vogue Men Pasley Printed Slim Fit Formal Shirt,899,Cotton,Blue,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0004BlacK,Sash Vogue Men Solid Striped Slim Fit Formal Shirt,999,Cotton,Black,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0005MarooN,Sash Vogue Men Printed Slim Fit Formal Shirt,899,Cotton,Maroon,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0006PurplE,Sash Vogue Men Textured Chambray Slim Fit Formal Shirt,899,Cotton,Purple,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0007GreeN,Sash Vogue Men Checked Slim Fit Formal Shirt,999,Cotton,Green,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0008BlacK,Sash Vogue Men Striped Solid Shirt,1299,Cotton,Black,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0009PurplE,Sash Vogue Men Solid Slim Fit Formal Shirt,799,Cotton,Purple,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0010BlacK,Sash Vogue Men Solid Full Sleeves Formal Shirt,799,Cotton,Black,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0011BlacK,Sash Vogue Men Textured Slim Fit Formal Shirt,999,Cotton,Grey,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0012BluE,Sash Vogue Colourblocked Slim Fit Formal Shirt,899,Cotton,Blue,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0013PurplE,Sash Vogue Men Textured Slim Fit Formal Shirt,1299,Cotton,Purple,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0014BluE,Sash Vogue Men Printed Regular Fit Formal Shirt,999,Cotton,Green,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mformals0015ReD,Sash Vogue Men Striped Slim Fit Formal Shirt,1019,Cotton,Red,Allen Solly,19,Men,Formals,1 Shirt,Machine Wash,1,No,"Allen Solly Madura Fashion & Lifestyle Plot no.5B, Regent Gateway Doddanakundi Village, KIADB Industrial Area ITPL Road, Bangalore 560 048","BEAR HOUSE CLOTHING PVT LTD. 540, Nanjappa Ready Layout, 8th Block Koramangala, BANGALORE-560095",India
Mjeans0001GreY,Sash Vogue Men Stonewashed Skinny Fit Jeans,899,Cotton Blend,Grey,Levis,30,Men,Jeans,1 Jean,Machine Wash,1,No,"Levis Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Mjeans0002BluE,Sash Vogue Men Distressed Skinny Fit Jeans,1499,Cotton,Blue,Levis,30,Men,Jeans,1 Jean,Machine Wash,1,No,"Sash Vogue Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Mjeans0003WhitE,Sash Vogue Men Solid Carrot Fit Jeans,999,Cotton,White,Levis,30,Men,Jeans,1 Jean,Machine Wash,1,No,"Sash Vogue Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Mjeans0004BluE,Sash Vogue  Men Light-Washed Slim Fit Jeans,1199,Cotton,Blue,Levis,30,Men,Jeans,1 Jean,Light Wash,1,No,"Sash Vogue Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Mjeans0005PinK,Sash Vogue Men Carrot Fit Colored Jeans,1029,Cotton Blend,Pink,Levis,30,Men,Jeans,1 Jean,Machine Wash,1,No,"Sash Vogue Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Mjeans0006GreY,Sash Vogue Men Faded Carrot Fit Jeans,919,Cotton Blend,Grey,Levis,30,Men,Jeans,1 Jean,Machine Wash,1,No,"Sash Vogue Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Mjeans0007BrowN,Sash Vogue Men Solid Slim Fit Jeans,1019,Cotton Blend,Brown,Levis,30,Men,Jeans,1 Jean,Machine Wash,1,No,"Sash Vogue Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Mjeans0008BluE,Sash Vogue Men Loose Fit Distressed Jeans,1299,Cotton Blend,Blue,Levis,30,Men,Jeans,1 Jean,Machine Wash,1,No,"Sash Vogue Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Mjeans0009GreY,Sash Vogue Men Eco Wash Slim Fit Jeans,999,Cotton,Grey,Levis,30,Men,Jeans,1 Jean,Machine Wash,1,No,"Sash Vogue Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Mjeans0010GreeN,Sash Vogue Men Solid Carrot Fit Jeans - Eco Wash,1199,Cotton,Green,Levis,30,Men,Jeans,1 Jean,Machine Wash,1,No,"Sash Vogue Plot No. 7-20, Sector No. 3, Chittagong Export Processing Zone, Chittagong","Arvind lifestyle brands pvt ltd, 8th Floor, FM Cariappa Colony, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001",India
Wdresses0001GreeN,Sash Vogue Floral Print A-line Dress with Tiered Sleeves,809,Polyester,Green,Aurelia,20,Women,Dresses,1 Dress,Machine wash cold,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0002BlacK,Sash Vogue Women Striped Shirt Dress,449,Rayon,Black,Temple Bay,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0003BluE,Sash Vogue Women Embroidered A-Line Ethnic Dress,599,Rayon,Blue,Aurelia,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0004YelloW,Sash Vogue Women Printed Square Neck A-line Dress,449,Polyester,Yellow,Temple Bay,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0005GreeN,Sash Vogue Women Embroidered A-Line Ethnic Dress,678,Rayon,Green,Aurelia,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0006PinK,Sash Vogue Women Solid Shirt Dress,449,Cotton,Pink,Temple Bay,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0007ReD,Sash Vogue Women Floral Printed Three-Quarter Sleeves A-Line Dress,599,Cotton,Red,Aurelia,20,Women,Dresses,1 Dress,Machine wash cold,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0008BluE,Sash Vogue Women Embroidered Sleeveless A-Line Dress,699,Rayon,Blue,Temple Bay,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0009GreeN,Sash Vogue Women Floral Printed Shirt Dress,499,Rayon,Green,Aurelia,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0010BlacK,Sash Vogue Women Printed A-Line Dress,1299,Polyester,Black,Temple Bay,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0011BluE,Sash Vogue Solid Denim Shirt Dress,499,Cotton,Blue,Aurelia,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0012YelloW,Sash Vogue Women Embroidered A-Line Ethnic Dress,1299,Rayon,Yellow,Temple Bay,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0013GreeN,Sash Vogue Women Solid Half Sleeves A-line Dress,499,Cotton,Green,Aurelia,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0014PurplE,Sash Vogue Women Textured A-Line Lace Dress,699,Polyester,Purple,Temple Bay,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wdresses0015OrangE,Sash Vogue Women Polka Dot Print Short Sleeves Shirt Dress,499,Viscose,Orange,Aurelia,20,Women,Dresses,1 Dress,Machine Wash,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wethinicwear0001pink,Embellished Lehenga Choli Set with Dupatta,5200,Georgette,Pink,Manish Malhotra,10,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"ZEELPIN 239, POLARIS COMMERCIAL MALL, PARVAT PATIYA, CANAL ROAD, SURAT-395010","ZEELPIN 239, POLARIS COMMERCIAL MALL, PARVAT PATIYA, CANAL ROAD, SURAT-395010",India
Wethinicwear0002red,Resplendent Red Color Trendy Sequence Work Ruffle Lehenga Choli,6200,Georgette,Red,Manish Malhotra,18,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"ZEELPIN 239, POLARIS COMMERCIAL MALL, PARVAT PATIYA, CANAL ROAD, SURAT-395010","ZEELPIN 239, POLARIS COMMERCIAL MALL, PARVAT PATIYA, CANAL ROAD, SURAT-395010",India
Wethinicwear0003blue,Solid Semi Stitched Lehenga Choli,4200,Chiffon,Blue,Nalli,10,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"ZEELPIN 239, POLARIS COMMERCIAL MALL, PARVAT PATIYA, CANAL ROAD, SURAT-395010","ZEELPIN 239, POLARIS COMMERCIAL MALL, PARVAT PATIYA, CANAL ROAD, SURAT-395010",India
Wethinicwear0004yellow,Embroidered Lehenga Choli Set with Dupatta,4700,Georgette,Yellow,Nalli,12,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"Warthy Ent ,239 polaris mall near param hosapital BRTS road Punagam surat 395010","Warthy Ent ,239 polaris mall near param hosapital BRTS road Punagam surat 395010",India
Wethinicwear0005blue,Floral Print Lehenga Choli Set with Dupatta,3700,Chiffon,Blue,Deepam,15,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,YOYO FASHION INDIA PVT LTD Surat-395006 (GUJARAT),YOYO FASHION INDIA PVT LTD Surat-395006 (GUJARAT),India
Wethinicwear0006grey,Designer Grey Embrodiered Georgette Lehenga Choli,6700,Georgette,Grey,Manish Malhotra,12,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"Zeelpin ,239, Polaris mall, Near Param Hospital B.R.T.S Road, Puna Gam ,Surat-395010","Zeelpin ,239, Polaris mall, Near Param Hospital B.R.T.S Road, Puna Gam ,Surat-395010",India
Wethinicwear0007pink,Net Lehenga Saree with Mirror Work,7200,Georgette,Pink,Manish Malhotra,29,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"Brand Baaja Bride LLP : B2-4021 Regent Textile Market, Ring Road, Surat-395002","Brand Baaja Bride LLP : B2-4021 Regent Textile Market, Ring Road, Surat-395002",India
Wethinicwear0008blue,Embroidered Flared Lehenga Choli Set with Dupatta,7110,Georgette,Blue,Manish Malhotra,50,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,239 polaris mall near param hosapital BRTS road Punagam surat 395010,239 polaris mall near param hosapital BRTS road Punagam surat 395010,India
Wethinicwear0009yellow,Embellished Lehenga Choli Set with Dupatta,4872,Georgette,Yellow,Manish Malhotra,40,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"Brand Baaja Bride LLP : B2-4021 Regent Textile Market, Ring Road, Surat-395002","Brand Baaja Bride LLP : B2-4021 Regent Textile Market, Ring Road, Surat-395002",India
Wethinicwear0010grey,Embroidered Flared Lehenga Choli Set with Dupatta,7200,Georgette,Grey,Nalli,60,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,239 polaris mall near param hosapital BRTS road Punagam surat 395010,239 polaris mall near param hosapital BRTS road Punagam surat 395010,India
Wethinicwear0011red,Embellished Lehenga Choli Set with Dupatta,3700,Georgette,Red,Nalli,50,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"Zeelpin ,239, Polaris mall, Near Param Hospital B.R.T.S Road, Puna Gam ,Surat-395010","Zeelpin ,239, Polaris mall, Near Param Hospital B.R.T.S Road, Puna Gam ,Surat-395010",India
Wethinicwear0012yellow,Chevron Print Lehenga Choli Set with Dupatta,4200,Georgette,Yellow,Manish Malhotra,10,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"DRESSTIVE, Basement, Shop No.A/2, Garden View Apartment, Kumbhar Falia, B/H- Lake Garden, Katargam, Surat, Gujarat-395004.","DRESSTIVE, Basement, Shop No.A/2, Garden View Apartment, Kumbhar Falia, B/H- Lake Garden, Katargam, Surat, Gujarat-395004.",India
Wethinicwear0013pink,Block Print Flared Lehenga Choli Set,4600,Georgette,Pink,Nalli,15,Women,Ethnic Wear,Lehenga Choli Set,Dry clean,1,No,"DRESSTIVE, Basement, Shop No.A/2, Garden View Apartment, Kumbhar Falia, B/H- Lake Garden, Katargam, Surat, Gujarat-395004.","DRESSTIVE, Basement, Shop No.A/2, Garden View Apartment, Kumbhar Falia, B/H- Lake Garden, Katargam, Surat, Gujarat-395004.",India
Wethinicwear0014red,Floral Print Lehenga Choli Set with Dupatta,4100,Georgette,Red,Manish Malhotra,30,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"Fashionuma, NO.101, PLOT NO.1, Priyanka House, Opp. Vaishali Cinema, Varachha Road, Surat- 395006","Fashionuma, NO.101, PLOT NO.1, Priyanka House, Opp. Vaishali Cinema, Varachha Road, Surat- 395006",India
Wethinicwear0015pink,Embroidered Lehenga Choli Set with Dupatta,5200,Georgette,Pink,Manish Malhotra,15,Women,Ethnic Wear,Lehenga Choli Set with Dupatta,Dry clean,2,No,"Warthy Ent ,239 polaris mall near param hosapital BRTS road Punagam surat 395010","Warthy Ent ,239 polaris mall near param hosapital BRTS road Punagam surat 395010",India
Wkurti0001BlacK,Sash Vogue Women Embroidered Straight Kurta,419,Cotton,Black,Aurelia,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0002BluE,Sash Vogue Women Printed Three-quarter Sleeves Straight Kurta,419,Rayon,Blue,Aurelia,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0003PinK,Sash Vogue Women Embroidered Sleeveless A-line Kurta with Printed Longline Shrug,1299,Polyester,Pink,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0004ReD,Sash Vogue Women Printed Maxi Kurta,499,Rayon,Red,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
